0, 67081, 1, 512
0, 24925, 1, 512
0, 21184, 1, 512
0, 24223, 1, 512
0, 19146, 1, 512
0, 18404, 1, 512
0, 19542, 1, 512
0, 18272, 1, 512
0, 19105, 1, 512
0, 21302, 1, 512
0, 19645, 1, 512
0, 19514, 1, 512
0, 21048, 1, 512
0, 18846, 1, 512
0, 19230, 1, 512
0, 18769, 1, 512
0, 18644, 1, 512
0, 20991, 1, 512
0, 18580, 1, 512
0, 19771, 1, 512
0, 21201, 1, 512
0, 19149, 1, 512
0, 17980, 1, 512
0, 18446, 1, 512
0, 19513, 1, 512
0, 18475, 1, 512
0, 17866, 1, 512
0, 18875, 1, 512
0, 19010, 1, 512
0, 18040, 1, 512
0, 20091, 1, 512
0, 19111, 1, 512
0, 20046, 1, 512
1, 19888, 1, 512
1, 19446, 1, 512
1, 18780, 1, 512
1, 18416, 1, 512
1, 19739, 1, 512
1, 17644, 1, 512
1, 18062, 1, 512
1, 19960, 1, 512
1, 18329, 1, 512
1, 18430, 1, 512
1, 19542, 1, 512
1, 18097, 1, 512
1, 19849, 1, 512
1, 19685, 1, 512
1, 17671, 1, 512
1, 19742, 1, 512
1, 18360, 1, 512
1, 20035, 1, 512
1, 19634, 1, 512
1, 18225, 1, 512
1, 20265, 1, 512
1, 18743, 1, 512
1, 19125, 1, 512
1, 19874, 1, 512
1, 19220, 1, 512
1, 17460, 1, 512
1, 20051, 1, 512
1, 19637, 1, 512
1, 18726, 1, 512
1, 18306, 1, 512
1, 18592, 1, 512
1, 20426, 1, 512
1, 18612, 1, 512
1, 18424, 1, 512
1, 18355, 1, 512
1, 19220, 1, 512
1, 20080, 1, 512
1, 18796, 1, 512
1, 19081, 1, 512
1, 19425, 1, 512
1, 19120, 1, 512
1, 19076, 1, 512
1, 18140, 1, 512
2, 60386, 1, 512
2, 20806, 1, 512
2, 18604, 1, 512
2, 19000, 1, 512
2, 18891, 1, 512
2, 19760, 1, 512
2, 18598, 1, 512
2, 20013, 1, 512
2, 18702, 1, 512
2, 18767, 1, 512
2, 20916, 1, 512
2, 19150, 1, 512
2, 18815, 1, 512
2, 19769, 1, 512
2, 19837, 1, 512
2, 19019, 1, 512
2, 18325, 1, 512
2, 19480, 1, 512
2, 18425, 1, 512
2, 18140, 1, 512
2, 20921, 1, 512
2, 18800, 1, 512
2, 18475, 1, 512
2, 20710, 1, 512
2, 18523, 1, 512
2, 18271, 1, 512
2, 20022, 1, 512
2, 18880, 1, 512
2, 18575, 1, 512
2, 18387, 1, 512
2, 20833, 1, 512
2, 18973, 1, 512
2, 19880, 1, 512
2, 30910, 1, 512
2, 19209, 1, 512
2, 18512, 1, 512
2, 20139, 1, 512
2, 18575, 1, 512
2, 18361, 1, 512
2, 18214, 1, 512
3, 18315, 1, 512
3, 18673, 1, 512
3, 18066, 1, 512
3, 19804, 1, 512
3, 18905, 1, 512
3, 18960, 1, 512
3, 19722, 1, 512
3, 19224, 1, 512
3, 21014, 1, 512
3, 62048, 1, 512
3, 24631, 1, 512
3, 20141, 1, 512
3, 19042, 1, 512
3, 18800, 1, 512
3, 19240, 1, 512
3, 19974, 1, 512
3, 18500, 1, 512
3, 18349, 1, 512
3, 19296, 1, 512
3, 18215, 1, 512
3, 18740, 1, 512
3, 21040, 1, 512
3, 18914, 1, 512
3, 19483, 1, 512
3, 19548, 1, 512
3, 18952, 1, 512
3, 19528, 1, 512
3, 18312, 1, 512
3, 19826, 1, 512
3, 18067, 1, 512
3, 18627, 1, 512
3, 18841, 1, 512
3, 19177, 1, 512
3, 50912, 1, 512
3, 62388, 1, 512
3, 19126, 1, 512
3, 18540, 1, 512
4, 18461, 1, 512
4, 19604, 1, 512
4, 18335, 1, 512
4, 18671, 1, 512
4, 18585, 1, 512
4, 19771, 1, 512
4, 18874, 1, 512
4, 20819, 1, 512
4, 19456, 1, 512
4, 18847, 1, 512
4, 18945, 1, 512
4, 19289, 1, 512
4, 19313, 1, 512
4, 18518, 1, 512
4, 22557, 1, 512
4, 20680, 1, 512
4, 19120, 1, 512
4, 19136, 1, 512
4, 19730, 1, 512
4, 19221, 1, 512
4, 18545, 1, 512
4, 19570, 1, 512
4, 19235, 1, 512
4, 18250, 1, 512
4, 19006, 1, 512
4, 18577, 1, 512
4, 20183, 1, 512
4, 19750, 1, 512
4, 18568, 1, 512
4, 18808, 1, 512
4, 19290, 1, 512
4, 18676, 1, 512
4, 19197, 1, 512
4, 19108, 1, 512
4, 18020, 1, 512
4, 18822, 1, 512
4, 18583, 1, 512
4, 19003, 1, 512
4, 18582, 1, 512
4, 19127, 1, 512
4, 18633, 1, 512
4, 18333, 1, 512
5, 18854, 1, 512
5, 20904, 1, 512
5, 19508, 1, 512
5, 18549, 1, 512
5, 18850, 1, 512
5, 18392, 1, 512
5, 18918, 1, 512
5, 19156, 1, 512
5, 18539, 1, 512
5, 18554, 1, 512
5, 19676, 1, 512
5, 18764, 1, 512
5, 19977, 1, 512
5, 19346, 1, 512
5, 19040, 1, 512
5, 19717, 1, 512
5, 21520, 1, 512
5, 18237, 1, 512
5, 19015, 1, 512
5, 19625, 1, 512
5, 19219, 1, 512
5, 19018, 1, 512
5, 19242, 1, 512
5, 19060, 1, 512
5, 19057, 1, 512
5, 17912, 1, 512
5, 19169, 1, 512
5, 17916, 1, 512
5, 19224, 1, 512
5, 19641, 1, 512
5, 19131, 1, 512
5, 18751, 1, 512
5, 21471, 1, 512
5, 19211, 1, 512
5, 18736, 1, 512
5, 18672, 1, 512
5, 19501, 1, 512
5, 19764, 1, 512
5, 18729, 1, 512
5, 19206, 1, 512
5, 18171, 1, 512
5, 19556, 1, 512
6, 54134, 1, 512
6, 20555, 1, 512
6, 19566, 1, 512
6, 20135, 1, 512
6, 22645, 1, 512
6, 20556, 1, 512
6, 20960, 1, 512
6, 19672, 1, 512
6, 19519, 1, 512
6, 19691, 1, 512
6, 19781, 1, 512
6, 18886, 1, 512
6, 20638, 1, 512
6, 18940, 1, 512
6, 19135, 1, 512
6, 19241, 1, 512
6, 19235, 1, 512
6, 20200, 1, 512
6, 19413, 1, 512
6, 19138, 1, 512
6, 23678, 1, 512
6, 19607, 1, 512
6, 18963, 1, 512
6, 19600, 1, 512
6, 19240, 1, 512
6, 22358, 1, 512
6, 20155, 1, 512
6, 19097, 1, 512
6, 31745, 1, 512
6, 18611, 1, 512
6, 19605, 1, 512
6, 19900, 1, 512
6, 18637, 1, 512
6, 19777, 1, 512
6, 18894, 1, 512
6, 19266, 1, 512
6, 21899, 1, 512
6, 20466, 1, 512
6, 18518, 1, 512
6, 19849, 1, 512
7, 19073, 1, 512
7, 18762, 1, 512
7, 19491, 1, 512
7, 19573, 1, 512
7, 19844, 1, 512
7, 20755, 1, 512
7, 18905, 1, 512
7, 19126, 1, 512
7, 19760, 1, 512
7, 38656, 1, 512
7, 46866, 1, 512
7, 61332, 1, 512
7, 19884, 1, 512
7, 19680, 1, 512
7, 20108, 1, 512
7, 18842, 1, 512
7, 20525, 1, 512
7, 20211, 1, 512
7, 18622, 1, 512
7, 18946, 1, 512
7, 18473, 1, 512
7, 19751, 1, 512
7, 18729, 1, 512
7, 20425, 1, 512
7, 19380, 1, 512
7, 20591, 1, 512
7, 20134, 1, 512
7, 23268, 1, 512
7, 20905, 1, 512
7, 19464, 1, 512
7, 19118, 1, 512
7, 19546, 1, 512
7, 19473, 1, 512
7, 18765, 1, 512
7, 20411, 1, 512
7, 19880, 1, 512
7, 23910, 1, 512
7, 19043, 1, 512
8, 19542, 1, 512
8, 19600, 1, 512
8, 20426, 1, 512
8, 22471, 1, 512
8, 19306, 1, 512
8, 22440, 1, 512
8, 20326, 1, 512
8, 20040, 1, 512
